model,json_file,section,BERTScore_F1,BERTScore_P,BERTScore_R,F,R,A,C,U
Mungert/Vintern-1B-v3_5-GGUF,bn5elb45.json,safety_considerations,-0.4836171567440033,-0.27720868587493896,-0.6769117116928101,2,2,2,2,2
Mungert/Vintern-1B-v3_5-GGUF,bn5elb45.json,training_data,-0.38745999336242676,-0.2229595184326172,-0.5450592041015625,2,2,2,2,2
Mungert/Vintern-1B-v3_5-GGUF,bn5elb45.json,performance_metrics,-0.2888663709163666,0.05519156903028488,-0.5921777486801147,2,2,2,2,2
Mungert/Vintern-1B-v3_5-GGUF,bn5elb45.json,ethical_considerations,-0.768211305141449,-0.7717292904853821,-0.7704484462738037,2,2,2,2,2
Mungert/Vintern-1B-v3_5-GGUF,bn5elb45.json,caveats_recommendations,-0.24520882964134216,-0.003595151240006089,-0.4679104685783386,2,2,2,2,2
facebook/mms-tts-bam,x1q8f6jn.json,model_details,-0.09234373271465302,-0.08666886389255524,-0.10155002027750015,5,5,5,5,5
facebook/mms-tts-bam,x1q8f6jn.json,intended_use,-0.15323273837566376,0.06049532815814018,-0.35285207629203796,5,5,5,5,5
facebook/mms-tts-bam,x1q8f6jn.json,generative_capabilities,-0.19351686537265778,-0.10534610599279404,-0.28226250410079956,3,3,3,3,3
facebook/mms-tts-bam,x1q8f6jn.json,safety_considerations,-0.23903273046016693,-0.15550629794597626,-0.3235743045806885,4,4,4,4,4
facebook/mms-tts-bam,x1q8f6jn.json,training_data,-0.21771058440208435,-0.16685280203819275,-0.2713674306869507,5,5,5,5,5
facebook/mms-tts-bam,x1q8f6jn.json,performance_metrics,-0.2359778881072998,-0.1556233912706375,-0.3175564110279083,5,5,5,5,5
facebook/mms-tts-bam,x1q8f6jn.json,ethical_considerations,-0.26903632283210754,-0.12194117903709412,-0.4112788438796997,5,4,4,4,4
facebook/mms-tts-bam,x1q8f6jn.json,caveats_recommendations,-0.5953060388565063,-0.5253731608390808,-0.6680749654769897,1,1,1,1,1
facebook/mms-tts-bam,g7l4lrce.json,model_details,-0.12644505500793457,-0.13575613498687744,-0.12077777087688446,5,5,5,5,5
facebook/mms-tts-bam,g7l4lrce.json,intended_use,-0.04894224554300308,0.18586008250713348,-0.2662546932697296,5,5,5,5,5
facebook/mms-tts-bam,g7l4lrce.json,generative_capabilities,-0.22293278574943542,-0.13863281905651093,-0.3081544041633606,4,4,4,4,4
facebook/mms-tts-bam,g7l4lrce.json,safety_considerations,-0.2908574938774109,-0.21058501303195953,-0.37249934673309326,4,4,4,4,4
facebook/mms-tts-bam,g7l4lrce.json,training_data,-0.239149272441864,-0.20496748387813568,-0.27681052684783936,5,5,5,5,5
facebook/mms-tts-bam,g7l4lrce.json,performance_metrics,-0.23140160739421844,-0.2052961140871048,-0.26118016242980957,5,5,5,5,5
facebook/mms-tts-bam,g7l4lrce.json,ethical_considerations,-0.34840133786201477,-0.20371875166893005,-0.48861292004585266,4,4,4,4,4
facebook/mms-tts-bam,g7l4lrce.json,caveats_recommendations,-0.5953060388565063,-0.5253731608390808,-0.6680749654769897,1,1,1,1,1
facebook/mms-tts-bam,r4kmusoz.json,model_details,0.08893854171037674,0.20230375230312347,-0.022358916699886322,5,5,5,5,5
facebook/mms-tts-bam,r4kmusoz.json,intended_use,-0.12408345937728882,0.05826776847243309,-0.29697176814079285,5,5,5,5,5
facebook/mms-tts-bam,r4kmusoz.json,generative_capabilities,-0.170502707362175,-0.0122011573985219,-0.32249969244003296,5,5,5,5,5
facebook/mms-tts-bam,r4kmusoz.json,safety_considerations,-0.22926992177963257,-0.08653867989778519,-0.36759743094444275,5,5,5,5,5
facebook/mms-tts-bam,r4kmusoz.json,training_data,-0.12893059849739075,0.012483802624046803,-0.26594340801239014,5,5,5,5,5
facebook/mms-tts-bam,r4kmusoz.json,performance_metrics,-0.18573600053787231,-0.050203707069158554,-0.31758859753608704,5,5,5,5,5
facebook/mms-tts-bam,r4kmusoz.json,ethical_considerations,-0.22163844108581543,-0.1011909693479538,-0.34000056982040405,5,5,5,5,5
facebook/mms-tts-bam,r4kmusoz.json,caveats_recommendations,-0.1320924609899521,0.03313460946083069,-0.2901172935962677,5,5,5,5,5
facebook/mms-tts-bam,duckqvii.json,model_details,0.10194691270589828,0.20751164853572845,-0.002166561782360077,3,2,3,3,2
facebook/mms-tts-bam,duckqvii.json,intended_use,0.0016757535049691796,0.27492666244506836,-0.24724838137626648,4,3,4,4,3
facebook/mms-tts-bam,duckqvii.json,generative_capabilities,0.03165002167224884,0.18731045722961426,-0.11778242886066437,4,3,4,4,3
facebook/mms-tts-bam,duckqvii.json,safety_considerations,-0.6585181355476379,-0.6579318046569824,-0.6644970178604126,2,2,2,2,2
facebook/mms-tts-bam,duckqvii.json,training_data,-0.17628821730613708,-0.07740841805934906,-0.27488839626312256,4,2,3,3,2
facebook/mms-tts-bam,duckqvii.json,performance_metrics,-0.30584707856178284,-0.2090897262096405,-0.4027915894985199,4,2,3,3,2
facebook/mms-tts-bam,duckqvii.json,ethical_considerations,-0.48647141456604004,-0.4309069812297821,-0.5453931093215942,2,2,2,2,2
facebook/mms-tts-bam,duckqvii.json,caveats_recommendations,-0.1615295708179474,0.00020835816394537687,-0.31652989983558655,4,2,3,3,3
facebook/mms-tts-bam,frchyp9u.json,model_details,-0.4102993309497833,-0.47776633501052856,-0.34549567103385925,2,2,2,2,2
facebook/mms-tts-bam,frchyp9u.json,intended_use,-0.16508062183856964,0.051684144884347916,-0.36724653840065,3,2,3,3,2
facebook/mms-tts-bam,frchyp9u.json,generative_capabilities,-0.20993147790431976,0.014855336397886276,-0.41876861453056335,3,2,2,2,2
facebook/mms-tts-bam,frchyp9u.json,safety_considerations,-0.2403496652841568,-0.06170939281582832,-0.41009387373924255,2,2,2,2,2
facebook/mms-tts-bam,frchyp9u.json,training_data,-0.15788882970809937,0.028019044548273087,-0.3338542580604553,2,2,2,2,2
facebook/mms-tts-bam,frchyp9u.json,performance_metrics,-0.26371029019355774,-0.11756706982851028,-0.4051052927970886,3,3,3,3,2
facebook/mms-tts-bam,frchyp9u.json,ethical_considerations,-0.7090457677841187,-0.7609527111053467,-0.6615374088287354,2,2,2,2,2
facebook/mms-tts-bam,frchyp9u.json,caveats_recommendations,-0.5953060388565063,-0.5253731608390808,-0.6680749654769897,2,2,2,2,2
facebook/mms-tts-bam,mygy0z4e.json,model_details,-0.27796778082847595,-0.10741907358169556,-0.4407384395599365,2,2,2,2,2
facebook/mms-tts-bam,mygy0z4e.json,intended_use,-0.12362045794725418,0.12124818563461304,-0.3491698205471039,2,2,2,2,2
facebook/mms-tts-bam,mygy0z4e.json,generative_capabilities,-0.6585181355476379,-0.6579318046569824,-0.6644970178604126,2,2,2,2,2
facebook/mms-tts-bam,mygy0z4e.json,safety_considerations,-0.6585181355476379,-0.6579318046569824,-0.6644970178604126,2,2,2,2,2
facebook/mms-tts-bam,mygy0z4e.json,training_data,-0.18221214413642883,-0.0717855766415596,-0.29140132665634155,2,2,2,2,2
facebook/mms-tts-bam,mygy0z4e.json,performance_metrics,-0.2911933362483978,-0.13308002054691315,-0.4431469440460205,2,2,2,2,2
facebook/mms-tts-bam,mygy0z4e.json,ethical_considerations,-0.48647141456604004,-0.4309069812297821,-0.5453931093215942,2,2,2,2,2
facebook/mms-tts-bam,mygy0z4e.json,caveats_recommendations,-0.5953060388565063,-0.5253731608390808,-0.6680749654769897,2,2,2,2,2
facebook/mms-tts-bam,vldqlovy.json,model_details,-0.09234373271465302,-0.08666886389255524,-0.10155002027750015,5,5,5,5,5
facebook/mms-tts-bam,vldqlovy.json,intended_use,-0.15323273837566376,0.06049532815814018,-0.35285207629203796,4,5,4,4,4
facebook/mms-tts-bam,vldqlovy.json,generative_capabilities,-0.19351686537265778,-0.10534610599279404,-0.28226250410079956,5,5,5,5,4
facebook/mms-tts-bam,vldqlovy.json,safety_considerations,-0.23903273046016693,-0.15550629794597626,-0.3235743045806885,4,5,4,5,4
facebook/mms-tts-bam,vldqlovy.json,training_data,-0.21771058440208435,-0.16685280203819275,-0.2713674306869507,5,5,5,5,5
facebook/mms-tts-bam,vldqlovy.json,performance_metrics,-0.2359778881072998,-0.1556233912706375,-0.3175564110279083,5,5,5,5,5
facebook/mms-tts-bam,vldqlovy.json,ethical_considerations,-0.26903632283210754,-0.12194117903709412,-0.4112788438796997,4,5,4,5,4
facebook/mms-tts-bam,vldqlovy.json,caveats_recommendations,-0.22993774712085724,0.006094034295529127,-0.4480690062046051,3,4,3,4,3
gsarti/mt5-small-wiki-summarization,v3lxchfu.json,model_details,-0.3642198145389557,-0.24214084446430206,-0.4843112528324127,5,5,5,5,5
gsarti/mt5-small-wiki-summarization,v3lxchfu.json,intended_use,-0.3669303357601166,-0.0747942179441452,-0.6298660039901733,4,5,4,4,4
gsarti/mt5-small-wiki-summarization,v3lxchfu.json,generative_capabilities,-0.3453397750854492,-0.08633704483509064,-0.5819932818412781,4,5,4,5,4
gsarti/mt5-small-wiki-summarization,v3lxchfu.json,safety_considerations,-0.7385976314544678,-0.6298101544380188,-0.8473891615867615,1,3,1,3,1
gsarti/mt5-small-wiki-summarization,v3lxchfu.json,training_data,-0.38651105761528015,-0.24966049194335938,-0.5198379158973694,5,5,5,5,5
gsarti/mt5-small-wiki-summarization,v3lxchfu.json,performance_metrics,-0.7385976314544678,-0.6298101544380188,-0.8473891615867615,2,3,2,3,2
gsarti/mt5-small-wiki-summarization,v3lxchfu.json,ethical_considerations,-0.7678991556167603,-0.6946332454681396,-0.84422367811203,1,3,1,3,1
gsarti/mt5-small-wiki-summarization,v3lxchfu.json,caveats_recommendations,-0.6896674036979675,-0.518812894821167,-0.852868378162384,1,3,1,3,1
gsarti/mt5-small-wiki-summarization,131xqkwq.json,model_details,-0.3438988924026489,-0.15501034259796143,-0.5224530100822449,5,5,5,5,5
gsarti/mt5-small-wiki-summarization,131xqkwq.json,intended_use,-0.7178822159767151,-0.5816684365272522,-0.8510679006576538,1,2,1,2,1
gsarti/mt5-small-wiki-summarization,131xqkwq.json,generative_capabilities,-0.3418872654438019,-0.06300234794616699,-0.5944504141807556,4,5,4,4,4
gsarti/mt5-small-wiki-summarization,131xqkwq.json,safety_considerations,-0.7385976314544678,-0.6298101544380188,-0.8473891615867615,1,1,1,1,1
gsarti/mt5-small-wiki-summarization,131xqkwq.json,training_data,-0.3815918564796448,-0.22452379763126373,-0.5327156186103821,5,5,5,5,5
gsarti/mt5-small-wiki-summarization,131xqkwq.json,performance_metrics,-0.7385976314544678,-0.6298101544380188,-0.8473891615867615,1,1,1,1,1
gsarti/mt5-small-wiki-summarization,131xqkwq.json,ethical_considerations,-0.7678991556167603,-0.6946332454681396,-0.84422367811203,1,1,1,1,1
gsarti/mt5-small-wiki-summarization,131xqkwq.json,caveats_recommendations,-0.6896674036979675,-0.518812894821167,-0.852868378162384,1,1,1,1,1
gsarti/mt5-small-wiki-summarization,h5k2y77z.json,model_details,-0.11932318657636642,0.31257015466690063,-0.4886012375354767,5,5,5,5,5
gsarti/mt5-small-wiki-summarization,h5k2y77z.json,intended_use,-0.30489954352378845,0.12936000525951385,-0.6741278767585754,4,5,4,4,4
gsarti/mt5-small-wiki-summarization,h5k2y77z.json,generative_capabilities,-0.3064086139202118,0.1183265671133995,-0.6688581109046936,3,4,3,4,3
gsarti/mt5-small-wiki-summarization,h5k2y77z.json,safety_considerations,-0.7385976314544678,-0.6298101544380188,-0.8473891615867615,1,1,1,1,1
gsarti/mt5-small-wiki-summarization,h5k2y77z.json,training_data,-0.5932223796844482,-0.34255746006965637,-0.8225725889205933,5,5,5,5,5
gsarti/mt5-small-wiki-summarization,h5k2y77z.json,performance_metrics,-0.35550519824028015,0.04925141483545303,-0.7031948566436768,2,3,2,3,2
gsarti/mt5-small-wiki-summarization,h5k2y77z.json,ethical_considerations,-0.7678991556167603,-0.6946332454681396,-0.84422367811203,1,1,1,1,1
gsarti/mt5-small-wiki-summarization,h5k2y77z.json,caveats_recommendations,-0.18757526576519012,0.40663662552833557,-0.6658974289894104,3,4,3,4,3
gsarti/mt5-small-wiki-summarization,69uws44c.json,model_details,-0.138962522149086,0.14073798060417175,-0.3927500545978546,5,5,5,5,5
gsarti/mt5-small-wiki-summarization,69uws44c.json,intended_use,-0.3134690225124359,-0.02898513339459896,-0.5705581307411194,5,5,5,5,5
gsarti/mt5-small-wiki-summarization,69uws44c.json,generative_capabilities,-0.39239048957824707,-0.21726274490356445,-0.5591738224029541,5,5,5,5,4
gsarti/mt5-small-wiki-summarization,69uws44c.json,safety_considerations,-0.36803996562957764,-0.1018008291721344,-0.6104500889778137,4,5,4,5,4
gsarti/mt5-small-wiki-summarization,69uws44c.json,training_data,-0.26031744480133057,0.06182507053017616,-0.5470269322395325,5,5,5,5,5
gsarti/mt5-small-wiki-summarization,69uws44c.json,performance_metrics,-0.33840933442115784,-0.04965433478355408,-0.5987881422042847,4,5,4,5,4
gsarti/mt5-small-wiki-summarization,69uws44c.json,ethical_considerations,-0.3879893720149994,-0.15808159112930298,-0.6008694767951965,5,5,5,5,4
gsarti/mt5-small-wiki-summarization,69uws44c.json,caveats_recommendations,-0.36540114879608154,-0.12278345227241516,-0.5887303352355957,5,5,5,5,5
gsarti/mt5-small-wiki-summarization,68au9dkb.json,model_details,-0.3617021143436432,-0.0994919091463089,-0.6008973717689514,5,5,5,5,5
gsarti/mt5-small-wiki-summarization,68au9dkb.json,intended_use,-0.37257033586502075,-0.022778252139687538,-0.6797146201133728,4,5,4,5,4
gsarti/mt5-small-wiki-summarization,68au9dkb.json,generative_capabilities,-0.41996148228645325,-0.1483326256275177,-0.6665260195732117,4,5,4,5,4
gsarti/mt5-small-wiki-summarization,68au9dkb.json,safety_considerations,-0.4374253451824188,-0.18249841034412384,-0.6705807447433472,5,5,5,5,4
gsarti/mt5-small-wiki-summarization,68au9dkb.json,training_data,-0.36643731594085693,-0.09335754811763763,-0.6143124103546143,5,5,5,5,5
gsarti/mt5-small-wiki-summarization,68au9dkb.json,performance_metrics,-0.41284632682800293,-0.1525641679763794,-0.6503667831420898,5,5,5,5,4
gsarti/mt5-small-wiki-summarization,68au9dkb.json,ethical_considerations,-0.419725239276886,-0.19892899692058563,-0.625044047832489,5,5,5,5,5
gsarti/mt5-small-wiki-summarization,68au9dkb.json,caveats_recommendations,-0.4496532380580902,-0.15993204712867737,-0.7103906273841858,5,5,5,5,5
gsarti/mt5-small-wiki-summarization,pvwzophg.json,model_details,-0.3326164186000824,-0.0944891944527626,-0.5523275136947632,4,5,4,5,4
gsarti/mt5-small-wiki-summarization,pvwzophg.json,intended_use,-0.30025264620780945,0.0473029650747776,-0.6061445474624634,5,5,5,5,5
gsarti/mt5-small-wiki-summarization,pvwzophg.json,generative_capabilities,-0.3827216327190399,-0.1571834236383438,-0.5920047760009766,5,5,5,5,5
gsarti/mt5-small-wiki-summarization,pvwzophg.json,safety_considerations,-0.41173386573791504,-0.1633782684803009,-0.6396397948265076,5,5,5,5,4
gsarti/mt5-small-wiki-summarization,pvwzophg.json,training_data,-0.2686418294906616,0.03928135335445404,-0.5442947745323181,5,5,5,5,5
gsarti/mt5-small-wiki-summarization,pvwzophg.json,performance_metrics,-0.37581661343574524,-0.0654064267873764,-0.6529489755630493,4,4,4,4,4
gsarti/mt5-small-wiki-summarization,pvwzophg.json,ethical_considerations,-0.4297875165939331,-0.22914977371692657,-0.6182733774185181,5,5,5,5,5
gsarti/mt5-small-wiki-summarization,pvwzophg.json,caveats_recommendations,-0.6896674036979675,-0.518812894821167,-0.852868378162384,3,3,3,3,3
gsarti/mt5-small-wiki-summarization,ft4mpk5e.json,model_details,-0.3642198145389557,-0.24214084446430206,-0.4843112528324127,4,5,4,5,4
gsarti/mt5-small-wiki-summarization,ft4mpk5e.json,intended_use,-0.3669303357601166,-0.0747942179441452,-0.6298660039901733,5,5,5,5,5
gsarti/mt5-small-wiki-summarization,ft4mpk5e.json,generative_capabilities,-0.3453397750854492,-0.08633704483509064,-0.5819932818412781,5,5,5,5,5
gsarti/mt5-small-wiki-summarization,ft4mpk5e.json,safety_considerations,-0.7385976314544678,-0.6298101544380188,-0.8473891615867615,2,2,2,2,2
gsarti/mt5-small-wiki-summarization,ft4mpk5e.json,training_data,-0.38651105761528015,-0.24966049194335938,-0.5198379158973694,5,5,5,5,5
gsarti/mt5-small-wiki-summarization,ft4mpk5e.json,performance_metrics,-0.7385976314544678,-0.6298101544380188,-0.8473891615867615,2,2,2,2,2
gsarti/mt5-small-wiki-summarization,ft4mpk5e.json,ethical_considerations,-0.7678991556167603,-0.6946332454681396,-0.84422367811203,2,2,2,2,2
gsarti/mt5-small-wiki-summarization,ft4mpk5e.json,caveats_recommendations,-0.6896674036979675,-0.518812894821167,-0.852868378162384,2,2,2,2,2
mav23/Llama-2-7b-chat-hf-function-calling-v2-GGUF,axf5x9ee.json,model_details,-0.2814171016216278,-0.27077436447143555,-0.2961592674255371,5,5,5,5,5
mav23/Llama-2-7b-chat-hf-function-calling-v2-GGUF,axf5x9ee.json,intended_use,-0.6949072480201721,-0.6186543107032776,-0.7738258242607117,2,2,2,2,2
mav23/Llama-2-7b-chat-hf-function-calling-v2-GGUF,axf5x9ee.json,generative_capabilities,-0.20617666840553284,-0.17129340767860413,-0.24441646039485931,5,5,5,5,5
mav23/Llama-2-7b-chat-hf-function-calling-v2-GGUF,axf5x9ee.json,safety_considerations,-0.7083337903022766,-0.6528533697128296,-0.7678022384643555,2,2,2,2,2
mav23/Llama-2-7b-chat-hf-function-calling-v2-GGUF,axf5x9ee.json,training_data,-0.40692806243896484,-0.34617629647254944,-0.47054323554039,5,5,5,5,5
mav23/Llama-2-7b-chat-hf-function-calling-v2-GGUF,axf5x9ee.json,performance_metrics,-0.7083337903022766,-0.6528533697128296,-0.7678022384643555,2,2,2,2,2
mav23/Llama-2-7b-chat-hf-function-calling-v2-GGUF,axf5x9ee.json,ethical_considerations,-0.7340711355209351,-0.7077916264533997,-0.7655932307243347,2,2,2,2,2
mav23/Llama-2-7b-chat-hf-function-calling-v2-GGUF,axf5x9ee.json,caveats_recommendations,-0.6762970685958862,-0.5757244229316711,-0.7775303721427917,2,2,2,2,2
mav23/Llama-2-7b-chat-hf-function-calling-v2-GGUF,346z7wqp.json,model_details,-0.594237744808197,-0.7299596667289734,-0.455016165971756,5,5,5,5,5
mav23/Llama-2-7b-chat-hf-function-calling-v2-GGUF,346z7wqp.json,intended_use,-0.6949072480201721,-0.6186543107032776,-0.7738258242607117,2,2,2,2,2
mav23/Llama-2-7b-chat-hf-function-calling-v2-GGUF,346z7wqp.json,generative_capabilities,-0.29606273770332336,-0.1644950658082962,-0.42454811930656433,5,5,5,5,5
mav23/Llama-2-7b-chat-hf-function-calling-v2-GGUF,346z7wqp.json,safety_considerations,-0.7083337903022766,-0.6528533697128296,-0.7678022384643555,2,2,2,2,2
mav23/Llama-2-7b-chat-hf-function-calling-v2-GGUF,346z7wqp.json,training_data,-0.3509804904460907,-0.2777368426322937,-0.42620813846588135,5,5,5,5,5
mav23/Llama-2-7b-chat-hf-function-calling-v2-GGUF,346z7wqp.json,performance_metrics,-0.7083337903022766,-0.6528533697128296,-0.7678022384643555,2,2,2,2,2
mav23/Llama-2-7b-chat-hf-function-calling-v2-GGUF,346z7wqp.json,ethical_considerations,-0.7340711355209351,-0.7077916264533997,-0.7655932307243347,2,2,2,2,2
mav23/Llama-2-7b-chat-hf-function-calling-v2-GGUF,346z7wqp.json,caveats_recommendations,-0.6762970685958862,-0.5757244229316711,-0.7775303721427917,2,2,2,2,2
mav23/Llama-2-7b-chat-hf-function-calling-v2-GGUF,3nipar0z.json,model_details,-0.2194131761789322,-0.162051722407341,-0.27928024530410767,5,5,5,5,5
mav23/Llama-2-7b-chat-hf-function-calling-v2-GGUF,3nipar0z.json,intended_use,-0.363304078578949,-0.14013589918613434,-0.5706490278244019,5,4,4,4,4
mav23/Llama-2-7b-chat-hf-function-calling-v2-GGUF,3nipar0z.json,generative_capabilities,-0.21410797536373138,-0.05751923471689224,-0.36464735865592957,5,5,5,5,5
mav23/Llama-2-7b-chat-hf-function-calling-v2-GGUF,3nipar0z.json,safety_considerations,-0.411100298166275,-0.2515657842159271,-0.5644004940986633,4,3,3,3,3
mav23/Llama-2-7b-chat-hf-function-calling-v2-GGUF,3nipar0z.json,training_data,-0.25012484192848206,-0.03195096552371979,-0.45341557264328003,5,3,3,5,4
mav23/Llama-2-7b-chat-hf-function-calling-v2-GGUF,3nipar0z.json,performance_metrics,-0.2633281648159027,-0.06598728150129318,-0.44907146692276,4,3,3,3,3
mav23/Llama-2-7b-chat-hf-function-calling-v2-GGUF,3nipar0z.json,ethical_considerations,-0.34968650341033936,-0.10234808176755905,-0.5768890380859375,4,4,4,4,4
mav23/Llama-2-7b-chat-hf-function-calling-v2-GGUF,3nipar0z.json,caveats_recommendations,-0.2517126500606537,-0.02597508206963539,-0.4613021910190582,5,5,5,5,5
mav23/Llama-2-7b-chat-hf-function-calling-v2-GGUF,j7ubbrnu.json,model_details,-0.7479511499404907,-0.7354088425636292,-0.7660682797431946,1,1,1,1,1
mav23/Llama-2-7b-chat-hf-function-calling-v2-GGUF,j7ubbrnu.json,intended_use,-0.6949072480201721,-0.6186543107032776,-0.7738258242607117,1,1,1,1,1
mav23/Llama-2-7b-chat-hf-function-calling-v2-GGUF,j7ubbrnu.json,generative_capabilities,-0.7083337903022766,-0.6528533697128296,-0.7678022384643555,1,1,1,1,1
mav23/Llama-2-7b-chat-hf-function-calling-v2-GGUF,j7ubbrnu.json,safety_considerations,-0.7083337903022766,-0.6528533697128296,-0.7678022384643555,1,1,1,1,1
mav23/Llama-2-7b-chat-hf-function-calling-v2-GGUF,j7ubbrnu.json,training_data,-0.7083337903022766,-0.6528533697128296,-0.7678022384643555,1,1,1,1,1
mav23/Llama-2-7b-chat-hf-function-calling-v2-GGUF,j7ubbrnu.json,performance_metrics,-0.7083337903022766,-0.6528533697128296,-0.7678022384643555,1,1,1,1,1
mav23/Llama-2-7b-chat-hf-function-calling-v2-GGUF,j7ubbrnu.json,ethical_considerations,-0.7340711355209351,-0.7077916264533997,-0.7655932307243347,1,1,1,1,1
mav23/Llama-2-7b-chat-hf-function-calling-v2-GGUF,j7ubbrnu.json,caveats_recommendations,-0.6762970685958862,-0.5757244229316711,-0.7775303721427917,1,1,1,1,1
mav23/Llama-2-7b-chat-hf-function-calling-v2-GGUF,8c0s41ks.json,model_details,-0.2761528789997101,-0.13418443500995636,-0.4138684570789337,3,2,3,3,2
mav23/Llama-2-7b-chat-hf-function-calling-v2-GGUF,8c0s41ks.json,intended_use,-0.32600274682044983,-0.07604613155126572,-0.5553780198097229,4,3,4,4,2
mav23/Llama-2-7b-chat-hf-function-calling-v2-GGUF,8c0s41ks.json,generative_capabilities,-0.25530362129211426,-0.0319700688123703,-0.46289148926734924,4,3,4,3,2
mav23/Llama-2-7b-chat-hf-function-calling-v2-GGUF,8c0s41ks.json,safety_considerations,-0.31820422410964966,-0.1134391725063324,-0.5102116465568542,3,2,3,3,2
mav23/Llama-2-7b-chat-hf-function-calling-v2-GGUF,8c0s41ks.json,training_data,-0.3586232662200928,-0.11987634003162384,-0.5788012742996216,3,2,2,3,2
mav23/Llama-2-7b-chat-hf-function-calling-v2-GGUF,8c0s41ks.json,performance_metrics,-0.29975152015686035,-0.10175767540931702,-0.4860445261001587,3,2,3,2,2
mav23/Llama-2-7b-chat-hf-function-calling-v2-GGUF,8c0s41ks.json,ethical_considerations,-0.7340711355209351,-0.7077916264533997,-0.7655932307243347,1,1,1,1,1
mav23/Llama-2-7b-chat-hf-function-calling-v2-GGUF,8c0s41ks.json,caveats_recommendations,-0.3373720943927765,-0.17957255244255066,-0.4890943169593811,4,3,4,3,2
